p1,p2,ptype,fid1,fid2,tags,set,nsamples
F0153/MID1,F0153/MID6,ss,F0153,F0153,144,0,4
F0153/MID2,F0153/MID6,ms,F0153,F0153,144,0,2
F0153/MID2,F0153/MID4,gfgd,F0153,F0153,144,0,6
F0153/MID2,F0153/MID1,md,F0153,F0153,144,0,8
F0153/MID3,F0153/MID4,fs,F0153,F0153,144,0,3
F0154/MID1,F0154/MID2,fs,F0154,F0154,145,0,12
F0154/MID1,F0154/MID3,fs,F0154,F0154,145,0,24
F0154/MID2,F0154/MID3,bb,F0154,F0154,145,0,8
F0154/MID2,F0154/MID3,ss,F0154,F0154,145,0,8
F0154/MID4,F0154/MID3,ms,F0154,F0154,145,0,28
F0154/MID4,F0154/MID2,ms,F0154,F0154,145,0,14
F0156/MID1,F0156/MID4,fd,F0156,F0156,147,0,63
F0156/MID1,F0156/MID5,fs,F0156,F0156,147,0,9
F0156/MID1,F0156/MID3,fs,F0156,F0156,147,0,36
F0156/MID2,F0156/MID5,ms,F0156,F0156,147,0,3
F0156/MID2,F0156/MID4,md,F0156,F0156,147,0,21
F0156/MID2,F0156/MID3,ms,F0156,F0156,147,0,12
F0156/MID3,F0156/MID4,ss,F0156,F0156,147,0,28
F0156/MID3,F0156/MID5,ss,F0156,F0156,147,0,4
F0156/MID3,F0156/MID4,bb,F0156,F0156,147,0,28
F0156/MID3,F0156/MID4,sibs,F0156,F0156,147,0,28
F0156/MID3,F0156/MID5,bb,F0156,F0156,147,0,4
F0156/MID4,F0156/MID5,ss,F0156,F0156,147,0,7
F0156/MID4,F0156/MID5,sibs,F0156,F0156,147,0,7
F0156/MID4,F0156/MID5,bb,F0156,F0156,147,0,7
F0157/MID1,F0157/MID4,ss,F0157,F0157,148,0,81
F0157/MID1,F0157/MID2,ss,F0157,F0157,148,0,81
F0157/MID1,F0157/MID3,sibs,F0157,F0157,148,0,81
F0157/MID1,F0157/MID3,ss,F0157,F0157,148,0,81
F0157/MID1,F0157/MID3,bb,F0157,F0157,148,0,81
F0157/MID1,F0157/MID4,bb,F0157,F0157,148,0,81
F0157/MID1,F0157/MID2,bb,F0157,F0157,148,0,81
F0157/MID2,F0157/MID3,ss,F0157,F0157,148,0,81
F0157/MID2,F0157/MID3,sibs,F0157,F0157,148,0,81
F0157/MID2,F0157/MID3,bb,F0157,F0157,148,0,81
F0157/MID2,F0157/MID4,ss,F0157,F0157,148,0,81
F0157/MID2,F0157/MID4,bb,F0157,F0157,148,0,81
F0157/MID3,F0157/MID4,ss,F0157,F0157,148,0,81
F0157/MID3,F0157/MID4,sibs,F0157,F0157,148,0,81
F0157/MID3,F0157/MID4,bb,F0157,F0157,148,0,81
F0163/MID1,F0163/MID6,fd,F0163,F0163,154,0,45
F0163/MID1,F0163/MID4,fd,F0163,F0163,154,0,45
F0163/MID1,F0163/MID7,fd,F0163,F0163,154,0,9
F0163/MID1,F0163/MID5,fs,F0163,F0163,154,0,45
F0163/MID1,F0163/MID3,fd,F0163,F0163,154,0,36
F0163/MID2,F0163/MID7,md,F0163,F0163,154,0,8
F0163/MID2,F0163/MID4,md,F0163,F0163,154,0,40
F0163/MID2,F0163/MID5,ms,F0163,F0163,154,0,40
F0163/MID2,F0163/MID3,md,F0163,F0163,154,0,32
F0163/MID2,F0163/MID6,md,F0163,F0163,154,0,40
F0163/MID3,F0163/MID7,ss,F0163,F0163,154,0,4
F0163/MID3,F0163/MID4,bb,F0163,F0163,154,0,20
F0163/MID3,F0163/MID6,bb,F0163,F0163,154,0,20
F0163/MID3,F0163/MID5,bb,F0163,F0163,154,0,20
F0163/MID3,F0163/MID7,bb,F0163,F0163,154,0,4
F0163/MID3,F0163/MID4,ss,F0163,F0163,154,0,20
F0163/MID3,F0163/MID6,ss,F0163,F0163,154,0,20
F0163/MID3,F0163/MID5,sibs,F0163,F0163,154,0,20
F0163/MID3,F0163/MID5,ss,F0163,F0163,154,0,20
F0163/MID4,F0163/MID5,sibs,F0163,F0163,154,0,25
F0163/MID4,F0163/MID5,bb,F0163,F0163,154,0,25
F0163/MID4,F0163/MID7,bb,F0163,F0163,154,0,5
F0163/MID4,F0163/MID7,ss,F0163,F0163,154,0,5
F0163/MID4,F0163/MID6,bb,F0163,F0163,154,0,25
F0163/MID4,F0163/MID5,ss,F0163,F0163,154,0,25
F0163/MID4,F0163/MID6,ss,F0163,F0163,154,0,25
F0163/MID5,F0163/MID7,ss,F0163,F0163,154,0,5
F0163/MID5,F0163/MID6,ss,F0163,F0163,154,0,25
F0163/MID5,F0163/MID7,sibs,F0163,F0163,154,0,5
F0163/MID5,F0163/MID7,bb,F0163,F0163,154,0,5
F0163/MID5,F0163/MID6,sibs,F0163,F0163,154,0,25
F0163/MID5,F0163/MID6,bb,F0163,F0163,154,0,25
F0163/MID6,F0163/MID7,ss,F0163,F0163,154,0,5
F0163/MID6,F0163/MID7,bb,F0163,F0163,154,0,5
F0166/MID1,F0166/MID4,fs,F0166,F0166,157,0,49
F0166/MID1,F0166/MID3,fs,F0166,F0166,157,0,42
F0166/MID2,F0166/MID4,ms,F0166,F0166,157,0,42
F0166/MID2,F0166/MID3,ms,F0166,F0166,157,0,36
F0166/MID3,F0166/MID4,ss,F0166,F0166,157,0,42
F0166/MID3,F0166/MID4,bb,F0166,F0166,157,0,42
F0168/MID1,F0168/MID4,fd,F0168,F0168,159,0,28
F0168/MID1,F0168/MID3,fd,F0168,F0168,159,0,35
F0168/MID2,F0168/MID3,md,F0168,F0168,159,0,35
F0168/MID2,F0168/MID4,md,F0168,F0168,159,0,28
F0168/MID3,F0168/MID4,bb,F0168,F0168,159,0,20
F0168/MID3,F0168/MID4,ss,F0168,F0168,159,0,20
F0171/MID1,F0171/MID6,fd,F0171,F0171,162,0,14
F0171/MID1,F0171/MID7,fd,F0171,F0171,162,0,14
F0171/MID1,F0171/MID3,fd,F0171,F0171,162,0,42
F0171/MID2,F0171/MID1,fs,F0171,F0171,162,0,7
F0171/MID3,F0171/MID6,bb,F0171,F0171,162,0,12
F0171/MID3,F0171/MID6,ss,F0171,F0171,162,0,12
F0171/MID4,F0171/MID3,md,F0171,F0171,162,0,6
F0171/MID6,F0171/MID8,ss,F0171,F0171,162,0,2
F0171/MID6,F0171/MID8,bb,F0171,F0171,162,0,2
F0171/MID8,F0171/MID1,ms,F0171,F0171,162,0,7
F0173/MID1,F0173/MID5,fs,F0173,F0173,164,0,84
F0173/MID1,F0173/MID2,fd,F0173,F0173,164,0,108
F0173/MID1,F0173/MID7,fs,F0173,F0173,164,0,36
F0173/MID1,F0173/MID6,fd,F0173,F0173,164,0,108
F0173/MID1,F0173/MID4,fd,F0173,F0173,164,0,96
F0173/MID2,F0173/MID4,ss,F0173,F0173,164,0,72
F0173/MID2,F0173/MID4,bb,F0173,F0173,164,0,72
F0173/MID2,F0173/MID5,bb,F0173,F0173,164,0,63
F0173/MID2,F0173/MID6,bb,F0173,F0173,164,0,81
F0173/MID2,F0173/MID7,ss,F0173,F0173,164,0,27
F0173/MID2,F0173/MID6,ss,F0173,F0173,164,0,81
F0173/MID2,F0173/MID7,sibs,F0173,F0173,164,0,27
F0173/MID2,F0173/MID5,ss,F0173,F0173,164,0,63
F0173/MID2,F0173/MID5,sibs,F0173,F0173,164,0,63
F0173/MID2,F0173/MID7,bb,F0173,F0173,164,0,27
F0173/MID3,F0173/MID7,ms,F0173,F0173,164,0,30
F0173/MID3,F0173/MID5,ms,F0173,F0173,164,0,70
F0173/MID3,F0173/MID6,md,F0173,F0173,164,0,90
F0173/MID3,F0173/MID2,md,F0173,F0173,164,0,90
F0173/MID3,F0173/MID4,md,F0173,F0173,164,0,80
F0173/MID4,F0173/MID7,ss,F0173,F0173,164,0,24
F0173/MID4,F0173/MID6,ss,F0173,F0173,164,0,72
F0173/MID4,F0173/MID7,sibs,F0173,F0173,164,0,24
F0173/MID4,F0173/MID5,sibs,F0173,F0173,164,0,56
F0173/MID4,F0173/MID6,bb,F0173,F0173,164,0,72
F0173/MID4,F0173/MID5,bb,F0173,F0173,164,0,56
F0173/MID4,F0173/MID7,bb,F0173,F0173,164,0,24
F0173/MID4,F0173/MID5,ss,F0173,F0173,164,0,56
F0173/MID5,F0173/MID6,ss,F0173,F0173,164,0,63
F0173/MID5,F0173/MID7,ss,F0173,F0173,164,0,21
F0173/MID5,F0173/MID6,bb,F0173,F0173,164,0,63
F0173/MID5,F0173/MID7,bb,F0173,F0173,164,0,21
F0173/MID5,F0173/MID6,sibs,F0173,F0173,164,0,63
F0173/MID6,F0173/MID7,sibs,F0173,F0173,164,0,27
F0173/MID6,F0173/MID7,bb,F0173,F0173,164,0,27
F0173/MID6,F0173/MID7,ss,F0173,F0173,164,0,27
F0174/MID1,F0174/MID4,fd,F0174,F0174,165,0,44
F0174/MID1,F0174/MID7,fd,F0174,F0174,165,0,44
F0174/MID1,F0174/MID6,fd,F0174,F0174,165,0,55
F0174/MID1,F0174/MID5,fd,F0174,F0174,165,0,44
F0174/MID2,F0174/MID1,fs,F0174,F0174,165,0,33
F0174/MID2,F0174/MID7,gmgs,F0174,F0174,165,0,12
F0174/MID2,F0174/MID5,gmgs,F0174,F0174,165,0,12
F0174/MID2,F0174/MID6,gmgs,F0174,F0174,165,0,15
F0174/MID2,F0174/MID4,gmgs,F0174,F0174,165,0,12
F0174/MID3,F0174/MID7,md,F0174,F0174,165,0,24
F0174/MID3,F0174/MID6,md,F0174,F0174,165,0,30
F0174/MID3,F0174/MID5,md,F0174,F0174,165,0,24
F0174/MID3,F0174/MID4,md,F0174,F0174,165,0,24
F0174/MID4,F0174/MID7,ss,F0174,F0174,165,0,16
F0174/MID4,F0174/MID5,ss,F0174,F0174,165,0,16
F0174/MID4,F0174/MID6,ss,F0174,F0174,165,0,20
F0174/MID4,F0174/MID7,bb,F0174,F0174,165,0,16
F0174/MID4,F0174/MID5,bb,F0174,F0174,165,0,16
F0174/MID4,F0174/MID6,bb,F0174,F0174,165,0,20
F0174/MID5,F0174/MID7,bb,F0174,F0174,165,0,16
F0174/MID5,F0174/MID6,ss,F0174,F0174,165,0,20
F0174/MID5,F0174/MID6,bb,F0174,F0174,165,0,20
F0174/MID5,F0174/MID7,ss,F0174,F0174,165,0,16
F0174/MID6,F0174/MID7,ss,F0174,F0174,165,0,20
F0174/MID6,F0174/MID7,bb,F0174,F0174,165,0,20
F0178/MID1,F0178/MID2,md,F0178,F0178,167,0,48
F0178/MID3,F0178/MID2,fd,F0178,F0178,167,0,32
F0179/MID1,F0179/MID3,ss,F0179,F0179,168,0,2
F0179/MID1,F0179/MID3,bb,F0179,F0179,168,0,2
F0179/MID2,F0179/MID3,md,F0179,F0179,168,0,2
F0179/MID2,F0179/MID1,md,F0179,F0179,168,0,4
F0180/MID1,F0180/MID3,fd,F0180,F0180,169,0,100
F0180/MID1,F0180/MID4,fs,F0180,F0180,169,0,90
F0180/MID2,F0180/MID3,md,F0180,F0180,169,0,100
F0180/MID2,F0180/MID4,ms,F0180,F0180,169,0,90
F0181/MID1,F0181/MID4,fd,F0181,F0181,170,0,18
F0181/MID1,F0181/MID3,fd,F0181,F0181,170,0,18
F0181/MID1,F0181/MID5,fs,F0181,F0181,170,0,9
F0181/MID2,F0181/MID5,ms,F0181,F0181,170,0,6
F0181/MID2,F0181/MID3,md,F0181,F0181,170,0,12
F0181/MID2,F0181/MID4,md,F0181,F0181,170,0,12
F0181/MID3,F0181/MID4,ss,F0181,F0181,170,0,4
F0181/MID3,F0181/MID4,bb,F0181,F0181,170,0,4
F0181/MID3,F0181/MID5,bb,F0181,F0181,170,0,2
F0181/MID3,F0181/MID5,ss,F0181,F0181,170,0,2
F0181/MID3,F0181/MID5,sibs,F0181,F0181,170,0,2
F0181/MID4,F0181/MID5,sibs,F0181,F0181,170,0,2
F0181/MID4,F0181/MID5,ss,F0181,F0181,170,0,2
F0181/MID4,F0181/MID5,bb,F0181,F0181,170,0,2
F0184/MID1,F0184/MID5,bb,F0184,F0184,173,0,8
F0184/MID1,F0184/MID5,ss,F0184,F0184,173,0,8
F0184/MID1,F0184/MID4,fs,F0184,F0184,173,0,24
F0184/MID1,F0184/MID3,fd,F0184,F0184,173,0,16
F0184/MID2,F0184/MID3,md,F0184,F0184,173,0,10
F0184/MID2,F0184/MID4,ms,F0184,F0184,173,0,15
F0184/MID3,F0184/MID4,sibs,F0184,F0184,173,0,6
F0184/MID3,F0184/MID4,ss,F0184,F0184,173,0,6
F0184/MID3,F0184/MID4,bb,F0184,F0184,173,0,6
F0186/MID1,F0186/MID3,md,F0186,F0186,175,0,40
F0186/MID1,F0186/MID4,gfgd,F0186,F0186,175,0,16
F0186/MID2,F0186/MID4,gmgd,F0186,F0186,175,0,6
F0186/MID2,F0186/MID3,fd,F0186,F0186,175,0,15
F0186/MID3,F0186/MID4,ms,F0186,F0186,175,0,10
F0187/MID1,F0187/MID4,md,F0187,F0187,176,0,16
F0187/MID1,F0187/MID3,md,F0187,F0187,176,0,224
F0187/MID2,F0187/MID3,fd,F0187,F0187,176,0,154
F0187/MID2,F0187/MID4,fd,F0187,F0187,176,0,11
F0187/MID3,F0187/MID4,ss,F0187,F0187,176,0,14
F0187/MID3,F0187/MID4,bb,F0187,F0187,176,0,14
F0188/MID1,F0188/MID5,fd,F0188,F0188,177,0,25
F0188/MID1,F0188/MID6,fs,F0188,F0188,177,0,15
F0188/MID2,F0188/MID5,gmgs,F0188,F0188,177,0,5
F0188/MID2,F0188/MID6,gmgd,F0188,F0188,177,0,3
F0188/MID2,F0188/MID1,fs,F0188,F0188,177,0,5
F0188/MID3,F0188/MID6,gfgd,F0188,F0188,177,0,6
F0188/MID3,F0188/MID5,gfgs,F0188,F0188,177,0,10
F0188/MID3,F0188/MID1,ms,F0188,F0188,177,0,10
F0188/MID4,F0188/MID5,md,F0188,F0188,177,0,15
F0188/MID4,F0188/MID6,ms,F0188,F0188,177,0,9
F0188/MID5,F0188/MID6,bb,F0188,F0188,177,0,15
F0188/MID5,F0188/MID6,sibs,F0188,F0188,177,0,15
F0188/MID5,F0188/MID6,ss,F0188,F0188,177,0,15
F0190/MID2,F0190/MID1,fs,F0190,F0190,179,0,96
F0190/MID3,F0190/MID2,ms,F0190,F0190,179,0,6
F0190/MID4,F0190/MID1,ms,F0190,F0190,179,0,208
F0191/MID1,F0191/MID4,ss,F0191,F0191,180,0,6
F0191/MID1,F0191/MID3,fd,F0191,F0191,180,0,12
F0191/MID1,F0191/MID4,bb,F0191,F0191,180,0,6
F0191/MID2,F0191/MID3,md,F0191,F0191,180,0,14
F0192/MID1,F0192/MID7,bb,F0192,F0192,181,0,5
F0192/MID1,F0192/MID7,ss,F0192,F0192,181,0,5
F0192/MID1,F0192/MID3,fd,F0192,F0192,181,0,20
F0192/MID1,F0192/MID4,fd,F0192,F0192,181,0,15
F0192/MID1,F0192/MID7,sibs,F0192,F0192,181,0,5
F0192/MID2,F0192/MID3,md,F0192,F0192,181,0,12
F0192/MID2,F0192/MID4,md,F0192,F0192,181,0,9
F0192/MID3,F0192/MID4,ss,F0192,F0192,181,0,12
F0192/MID3,F0192/MID4,bb,F0192,F0192,181,0,12
F0192/MID6,F0192/MID1,ms,F0192,F0192,181,0,10
F0192/MID6,F0192/MID3,gfgs,F0192,F0192,181,0,8
F0192/MID6,F0192/MID7,md,F0192,F0192,181,0,2
F0192/MID6,F0192/MID4,gfgs,F0192,F0192,181,0,6
F0192/MID8,F0192/MID1,fs,F0192,F0192,181,0,5
F0192/MID8,F0192/MID7,fd,F0192,F0192,181,0,1
F0192/MID8,F0192/MID4,gmgs,F0192,F0192,181,0,3
F0192/MID8,F0192/MID3,gmgs,F0192,F0192,181,0,4
F0194/MID1,F0194/MID5,fd,F0194,F0194,183,0,8
F0194/MID1,F0194/MID3,fs,F0194,F0194,183,0,24
F0194/MID2,F0194/MID1,fs,F0194,F0194,183,0,16
F0194/MID3,F0194/MID5,ss,F0194,F0194,183,0,3
F0194/MID3,F0194/MID5,sibs,F0194,F0194,183,0,3
F0194/MID3,F0194/MID5,bb,F0194,F0194,183,0,3
F0194/MID4,F0194/MID3,ms,F0194,F0194,183,0,9
F0194/MID4,F0194/MID5,md,F0194,F0194,183,0,3
F0194/MID6,F0194/MID1,ms,F0194,F0194,183,0,16
F0195/MID1,F0195/MID2,fd,F0195,F0195,184,0,18
F0195/MID3,F0195/MID1,fs,F0195,F0195,184,0,12
F0196/MID1,F0196/MID3,fs,F0196,F0196,185,0,7
F0196/MID2,F0196/MID3,ms,F0196,F0196,185,0,7
F0196/MID5,F0196/MID1,ms,F0196,F0196,185,0,7
F0197/MID1,F0197/MID3,ms,F0197,F0197,186,0,70
F0197/MID1,F0197/MID5,md,F0197,F0197,186,0,70
F0197/MID1,F0197/MID6,md,F0197,F0197,186,0,70
F0197/MID1,F0197/MID4,md,F0197,F0197,186,0,80
F0197/MID2,F0197/MID4,fd,F0197,F0197,186,0,80
F0197/MID2,F0197/MID3,fs,F0197,F0197,186,0,70
F0197/MID2,F0197/MID5,fd,F0197,F0197,186,0,70
F0197/MID2,F0197/MID6,fd,F0197,F0197,186,0,70
F0197/MID3,F0197/MID4,ss,F0197,F0197,186,0,56
F0197/MID3,F0197/MID6,bb,F0197,F0197,186,0,49
F0197/MID3,F0197/MID5,bb,F0197,F0197,186,0,49
F0197/MID3,F0197/MID5,sibs,F0197,F0197,186,0,49
F0197/MID3,F0197/MID6,ss,F0197,F0197,186,0,49
F0197/MID3,F0197/MID4,bb,F0197,F0197,186,0,56
F0197/MID3,F0197/MID4,sibs,F0197,F0197,186,0,56
F0197/MID3,F0197/MID5,ss,F0197,F0197,186,0,49
F0197/MID3,F0197/MID6,sibs,F0197,F0197,186,0,49
F0197/MID4,F0197/MID5,bb,F0197,F0197,186,0,56
F0197/MID4,F0197/MID6,bb,F0197,F0197,186,0,56
F0197/MID4,F0197/MID6,ss,F0197,F0197,186,0,56
F0197/MID4,F0197/MID5,ss,F0197,F0197,186,0,56
F0197/MID5,F0197/MID6,ss,F0197,F0197,186,0,49
F0197/MID5,F0197/MID6,bb,F0197,F0197,186,0,49
F0198/MID1,F0198/MID2,ms,F0198,F0198,187,0,60
F0198/MID1,F0198/MID3,ms,F0198,F0198,187,0,60
F0198/MID1,F0198/MID4,ms,F0198,F0198,187,0,70
F0198/MID2,F0198/MID4,bb,F0198,F0198,187,0,42
F0198/MID2,F0198/MID3,ss,F0198,F0198,187,0,36
F0198/MID2,F0198/MID4,ss,F0198,F0198,187,0,42
F0198/MID2,F0198/MID3,bb,F0198,F0198,187,0,36
F0198/MID3,F0198/MID4,ss,F0198,F0198,187,0,42
F0198/MID3,F0198/MID4,bb,F0198,F0198,187,0,42
F0198/MID5,F0198/MID3,fs,F0198,F0198,187,0,54
F0198/MID5,F0198/MID4,fs,F0198,F0198,187,0,63
F0198/MID5,F0198/MID2,fs,F0198,F0198,187,0,54
F0202/MID1,F0202/MID5,ss,F0202,F0202,191,0,50
F0202/MID1,F0202/MID5,bb,F0202,F0202,191,0,50
F0202/MID2,F0202/MID1,gfgd,F0202,F0202,191,0,30
F0202/MID2,F0202/MID5,gfgd,F0202,F0202,191,0,15
F0202/MID2,F0202/MID3,md,F0202,F0202,191,0,24
F0202/MID3,F0202/MID5,ms,F0202,F0202,191,0,40
F0202/MID3,F0202/MID1,ms,F0202,F0202,191,0,80
F0202/MID4,F0202/MID1,fs,F0202,F0202,191,0,20
F0202/MID4,F0202/MID5,fs,F0202,F0202,191,0,10
F0206/MID1,F0206/MID12,ss,F0206,F0206,194,0,21
F0206/MID1,F0206/MID12,bb,F0206,F0206,194,0,21
F0206/MID1,F0206/MID4,bb,F0206,F0206,194,0,42
F0206/MID1,F0206/MID9,gmgs,F0206,F0206,194,0,84
F0206/MID1,F0206/MID4,ss,F0206,F0206,194,0,42
F0206/MID1,F0206/MID10,gmgs,F0206,F0206,194,0,84
F0206/MID1,F0206/MID11,fd,F0206,F0206,194,0,126
F0206/MID1,F0206/MID14,gmgd,F0206,F0206,194,0,21
F0206/MID1,F0206/MID12,sibs,F0206,F0206,194,0,21
F0206/MID1,F0206/MID3,fs,F0206,F0206,194,0,273
F0206/MID1,F0206/MID13,fs,F0206,F0206,194,0,126
F0206/MID1,F0206/MID8,gmgd,F0206,F0206,194,0,126
F0206/MID11,F0206/MID13,sibs,F0206,F0206,194,0,36
F0206/MID11,F0206/MID13,bb,F0206,F0206,194,0,36
F0206/MID11,F0206/MID13,ss,F0206,F0206,194,0,36
F0206/MID2,F0206/MID13,ms,F0206,F0206,194,0,42
F0206/MID2,F0206/MID8,gfgd,F0206,F0206,194,0,42
F0206/MID2,F0206/MID11,md,F0206,F0206,194,0,42
F0206/MID2,F0206/MID9,gfgs,F0206,F0206,194,0,28
F0206/MID2,F0206/MID3,ms,F0206,F0206,194,0,91
F0206/MID2,F0206/MID10,gfgs,F0206,F0206,194,0,28
F0206/MID2,F0206/MID14,gfgd,F0206,F0206,194,0,7
F0206/MID3,F0206/MID11,sibs,F0206,F0206,194,0,78
F0206/MID3,F0206/MID11,bb,F0206,F0206,194,0,78
F0206/MID3,F0206/MID8,fs,F0206,F0206,194,0,78
F0206/MID3,F0206/MID13,bb,F0206,F0206,194,0,78
F0206/MID3,F0206/MID10,fd,F0206,F0206,194,0,52
F0206/MID3,F0206/MID13,ss,F0206,F0206,194,0,78
F0206/MID3,F0206/MID9,fd,F0206,F0206,194,0,52
F0206/MID3,F0206/MID11,ss,F0206,F0206,194,0,78
F0206/MID4,F0206/MID12,bb,F0206,F0206,194,0,2
F0206/MID4,F0206/MID12,sibs,F0206,F0206,194,0,2
F0206/MID4,F0206/MID12,ss,F0206,F0206,194,0,2
F0206/MID7,F0206/MID8,ms,F0206,F0206,194,0,18
F0206/MID7,F0206/MID10,md,F0206,F0206,194,0,12
F0206/MID7,F0206/MID9,md,F0206,F0206,194,0,12
F0206/MID8,F0206/MID9,sibs,F0206,F0206,194,0,24
F0206/MID8,F0206/MID10,sibs,F0206,F0206,194,0,24
F0206/MID8,F0206/MID10,ss,F0206,F0206,194,0,24
F0206/MID8,F0206/MID9,ss,F0206,F0206,194,0,24
F0206/MID8,F0206/MID9,bb,F0206,F0206,194,0,24
F0206/MID8,F0206/MID10,bb,F0206,F0206,194,0,24
F0206/MID9,F0206/MID10,bb,F0206,F0206,194,0,16
F0206/MID9,F0206/MID10,ss,F0206,F0206,194,0,16
F0207/MID1,F0207/MID3,fd,F0207,F0207,195,0,121
F0207/MID1,F0207/MID2,fd,F0207,F0207,195,0,143
F0207/MID2,F0207/MID3,bb,F0207,F0207,195,0,143
F0207/MID2,F0207/MID3,ss,F0207,F0207,195,0,143
F0208/MID1,F0208/MID4,fs,F0208,F0208,196,0,20
F0208/MID1,F0208/MID3,fs,F0208,F0208,196,0,20
F0208/MID2,F0208/MID4,ms,F0208,F0208,196,0,20
F0208/MID2,F0208/MID3,ms,F0208,F0208,196,0,20
F0208/MID3,F0208/MID4,bb,F0208,F0208,196,0,4
F0208/MID3,F0208/MID4,ss,F0208,F0208,196,0,4
F0209/MID1,F0209/MID7,fs,F0209,F0209,197,0,6
F0209/MID1,F0209/MID3,fs,F0209,F0209,197,0,6
F0209/MID1,F0209/MID2,fd,F0209,F0209,197,0,24
F0209/MID1,F0209/MID5,fs,F0209,F0209,197,0,6
F0209/MID1,F0209/MID4,fs,F0209,F0209,197,0,6
F0209/MID2,F0209/MID7,bb,F0209,F0209,197,0,4
F0209/MID2,F0209/MID7,ss,F0209,F0209,197,0,4
F0209/MID2,F0209/MID3,bb,F0209,F0209,197,0,4
F0209/MID2,F0209/MID7,sibs,F0209,F0209,197,0,4
F0209/MID2,F0209/MID3,sibs,F0209,F0209,197,0,4
F0209/MID2,F0209/MID3,ss,F0209,F0209,197,0,4
F0209/MID3,F0209/MID7,ss,F0209,F0209,197,0,1
F0209/MID3,F0209/MID7,bb,F0209,F0209,197,0,1
F0209/MID4,F0209/MID5,bb,F0209,F0209,197,0,1
F0209/MID4,F0209/MID5,ss,F0209,F0209,197,0,1
F0209/MID6,F0209/MID2,md,F0209,F0209,197,0,8
F0209/MID6,F0209/MID7,ms,F0209,F0209,197,0,2
F0209/MID6,F0209/MID3,ms,F0209,F0209,197,0,2
F0210/MID1,F0210/MID2,bb,F0210,F0210,198,0,8
F0210/MID1,F0210/MID2,ss,F0210,F0210,198,0,8
F0212/MID1,F0212/MID5,fs,F0212,F0212,200,0,8
F0212/MID1,F0212/MID4,fd,F0212,F0212,200,0,16
F0212/MID1,F0212/MID2,fd,F0212,F0212,200,0,48
F0212/MID2,F0212/MID4,ss,F0212,F0212,200,0,12
F0212/MID2,F0212/MID5,ss,F0212,F0212,200,0,6
F0212/MID2,F0212/MID5,sibs,F0212,F0212,200,0,6
F0212/MID2,F0212/MID5,bb,F0212,F0212,200,0,6
F0212/MID2,F0212/MID4,bb,F0212,F0212,200,0,12
F0212/MID3,F0212/MID5,ms,F0212,F0212,200,0,4
F0212/MID3,F0212/MID2,md,F0212,F0212,200,0,24
F0212/MID4,F0212/MID5,bb,F0212,F0212,200,0,2
F0212/MID4,F0212/MID5,ss,F0212,F0212,200,0,2
F0212/MID4,F0212/MID5,sibs,F0212,F0212,200,0,2
F0213/MID1,F0213/MID3,fd,F0213,F0213,201,0,25
F0213/MID1,F0213/MID2,fd,F0213,F0213,201,0,35
F0213/MID2,F0213/MID3,ss,F0213,F0213,201,0,35
F0213/MID2,F0213/MID3,bb,F0213,F0213,201,0,35
F0213/MID4,F0213/MID3,gmgs,F0213,F0213,201,0,5
F0213/MID4,F0213/MID2,gmgs,F0213,F0213,201,0,7
F0213/MID4,F0213/MID1,fs,F0213,F0213,201,0,5
F0213/MID5,F0213/MID3,md,F0213,F0213,201,0,5
F0213/MID5,F0213/MID2,md,F0213,F0213,201,0,7
F0214/MID1,F0214/MID2,fs,F0214,F0214,202,0,56
F0214/MID1,F0214/MID3,fd,F0214,F0214,202,0,42
F0214/MID2,F0214/MID3,ss,F0214,F0214,202,0,48
F0214/MID2,F0214/MID3,sibs,F0214,F0214,202,0,48
F0214/MID2,F0214/MID3,bb,F0214,F0214,202,0,48
F0214/MID4,F0214/MID3,md,F0214,F0214,202,0,6
F0214/MID4,F0214/MID2,ms,F0214,F0214,202,0,8
F0215/MID1,F0215/MID2,fs,F0215,F0215,203,0,24
F0215/MID1,F0215/MID3,fd,F0215,F0215,203,0,6
F0215/MID2,F0215/MID3,bb,F0215,F0215,203,0,4
F0215/MID2,F0215/MID3,sibs,F0215,F0215,203,0,4
F0215/MID2,F0215/MID3,ss,F0215,F0215,203,0,4
F0215/MID5,F0215/MID2,gmgd,F0215,F0215,203,0,4
F0215/MID5,F0215/MID3,gmgs,F0215,F0215,203,0,1
F0215/MID5,F0215/MID1,fs,F0215,F0215,203,0,6
F0216/MID1,F0216/MID6,ss,F0216,F0216,204,0,8
F0216/MID1,F0216/MID3,fd,F0216,F0216,204,0,32
F0216/MID1,F0216/MID4,fs,F0216,F0216,204,0,24
F0216/MID1,F0216/MID7,bb,F0216,F0216,204,0,16
F0216/MID1,F0216/MID6,bb,F0216,F0216,204,0,8
F0216/MID1,F0216/MID7,ss,F0216,F0216,204,0,16
F0216/MID1,F0216/MID5,fd,F0216,F0216,204,0,24
F0216/MID2,F0216/MID5,md,F0216,F0216,204,0,12
F0216/MID2,F0216/MID3,md,F0216,F0216,204,0,16
F0216/MID2,F0216/MID4,ms,F0216,F0216,204,0,12
F0216/MID3,F0216/MID4,ss,F0216,F0216,204,0,12
F0216/MID3,F0216/MID5,ss,F0216,F0216,204,0,12
F0216/MID3,F0216/MID5,bb,F0216,F0216,204,0,12
F0216/MID3,F0216/MID4,sibs,F0216,F0216,204,0,12
